handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_d4c9fc98-b26f-c527-cad3-847b20c9866c,Product,COSOMO VARVAGLIONE PRIMITIVO DI MANDURIA - D.O.P.,<p>&nbsp;</p>,fa1d60_3db10870de46486998eae78ee5e5a5dc~mv2.png,All collections;Rauðvín;Varvaglione,,NÝTT,5390.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Vinification by maceration at controlled temperature of<br>
26°-28°C. After malolactic fermentation, aged in French<br>
barrels and American barriques for at least 14 months.</p>

<p>On the nose, intense aromas of red fruit jam. On the palate,<br>
rich and round.</p>
",RECOMMENDED,"<p>COMBINATION WITH FOOD: Perfect with red meat, game and aged cheese.</p>
",HIGLIGHTS,"<p>GRAPE VARIETY: 100% Primitivo di Manduria,&nbsp;</p>

<p>PRODUCTION AREA: Leporano</p>

<p>SERVE AT: 18 °C</p>

<p>ALC. 15,% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_d48db70f-1740-cb86-d552-a7d9e99c6b9e,Product,PAPALE PRIMITIVO DI MANDURIA - D.O.P.,<p>&nbsp;</p>,fa1d60_e38c018e5f654d9db2cd6878be36a639~mv2.png,All collections;Rauðvín;Varvaglione,,NÝTT,3690.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Vinification by maceration with controlled temperature at<br>
26°-28°C. After malolactic fermentation, aged in French<br>
barrels for at least 8&nbsp;months.</p>

<p>Intense aromas of fruit jam, blackcurrants, cherries,<br>
mulberries, chocolate and licorice. Round, smooth and<br>
full-bodied with fruity notes and a persistent aftertaste.</p>
",RECOMMENDED,"<p>COMBINATION WITH FOOD: Ideal with all dishes, in particular with pasta with meatsauce, stews and grilled red meat.</p>
",HIGLIGHTS,"<p>GRAPE VARIETY: 100% Primitivo di Manduria,&nbsp;</p>

<p>PRODUCTION AREA: Leporano</p>

<p>SERVE AT: 18 °C</p>

<p>ALC. 14,% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_f77f70a9-f1ee-bd2b-dd34-4170d66944f0,Product,PAPALE LINEA ORO PRIMITIVO DI MANDURIA - D.O.P.,<p>&nbsp;</p>,fa1d60_1fe1cacd52854b8e9942eba53abf2803~mv2.png,All collections;Rauðvín;Varvaglione,,NÝTT,4890.0,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>Vinification by maceration with controlled temperature at<br>
26°-28°C. After malolactic fermentation, aged in French<br>
barrels and American barriques for at least 10 months.</p>

<p>Fruit jam and wild berries aromas.<br>
Round and smooth.</p>
",RECOMMENDED,"<p>COMBINATION WITH FOOD: Perfect with red meat and game.</p>
",HIGLIGHTS,"<p>GRAPE VARIETY: 100% Primitivo di Manduria,&nbsp;</p>

<p>PRODUCTION AREA: Leporano</p>

<p>SERVE AT: 18 °C</p>

<p>ALC. 14,5% VOL</p>

<p>ML. 750</p>
",,,,,,,,,,,,,
product_3d4d3a8e-81a1-a831-68fc-92ed929ac9db,Product,Black Friday tilboð,Með hverjum keyptum kassa af Cabernet Sauvignon eða Pino Nero fylgir flaska af Serna,fa1d60_79d8e64c4f44451bae5bf737a8c2941d~mv2.jpg;fa1d60_af39775d963b432ca4c0bffd11de8862~mv2.png;fa1d60_0ca2eb7390584d5d887f0311fb3ed940~mv2.png;fa1d60_fb0339739f654e7c99bbc28d8f15a07c~mv2.png;81441e_4d05d7bfce2149a8bac182eeb8852552~mv2.jpg,Léttvínspakki frá Borgo Molínu;Borgo Molino Rauðvín;All collections;Borgo Molino;Gjafapakkar;Rauðvín,,Gjafapakki,16194.0,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>SERNA ROSSO I.G.T., MERUM ROSSO D.O.C. &amp;&nbsp;09 MILLESIMATO BRUT VALDOBBIADENE D.O.C.G</p>
",RECOMMENDED,"<p>Frábær gjöf fyrir öll tækifæri</p>
",HIGLIGHTS,"<p>www.lifsinsvatn.com/product-page/pinot-nero-i-g-t</p>

<p>www.lifsinsvatn.com/product-page/cabernet-sauvignon-d-o-c</p>

<p>www.lifsinsvatn.com/product-page/pinot-grigio-d-o-c-della-varezie</p>

<p>&nbsp;</p>
",,,,,,,,,,,,,
product_52db9015-37a6-7e63-20f5-853b12609243,Product,Vettvangsferðin: 3 flöskur af frábæru Prosecco,"<p>Þrjú af okkar bestu freyðivínum frá Borgo Molino. Um er að ræða vettvangsferð til Treviso héraðsins þar sem komið verður við í þremur frægustu Prosecco bæjunum.&nbsp; Vínin eru ólík, einstök hvert á sínu sviði.</p><p>&nbsp;</p><p>Öll vínin hafa hlotið gull verðlaun í sínum flokki í hinni virtu alþjóðlegu vínkeppni Mundus Vini en til að fá þau verðlaun þurfa vínin að fá að minnsta kosti 90 stig. Vínin hafa auk þess hlotið fjöldan allan af alþjóðlegum verðlaunum og viðurkenningum.&nbsp;</p><p>&nbsp;</p><p>Cartizze er það vín sem þeir bræður Pietro og Paolo Nardin, töframennirnir bak við&nbsp;Borgo Molino eru ákveðnir í að sé þeirra besta vín. Allar þrúgur eru týndar með höndunum í bröttum hlíðum við Cartizze smábæinn&nbsp;í Treviso. Vínið er frekar sætt og má í byrjun greina peru en svo opnast bragð-regnbogi enda er vínið margslungið og kemur á óvart.</p><p>&nbsp;</p><p>09 Millesimato DOCG er það freyðivín sem er almennt álitið besta freyðivínið af okkar viðskiptavinum hér á Íslandi. Þrúgurnar eru týndar í hlíðum Valdobbiadene sem er sennilega frægasti bærinn í Prosecco héraðinu. Vínið er þurrt og ferskt og einstaklega bragðgott. Millesimato er svokallað árgangavín sem þýðir að framleiðandinn hefur fundið árgang sem er einstakur og eru allar þrúgurnar í víninu af þeim árgangi, í þessu tilviki árið 2019.&nbsp;</p><p>&nbsp;</p><p>Asolo Prosecco Superiore D.O.C.G.&nbsp; Extra Brut kemur úr hlíðum Asolo bæjarins. Vínið er Extra Brut sem þýðir að það er mjög þurrt og hentar því vel þeim sem hafa vanist þurrari freyðivínum eins og Kampavínum sem eru oft frekar þurr. Vínið þykir vera í góðu jafnvægi og má finna epli og peru en líka gleði og hamingju eins og almennt þekkist með hin frábæru Prosecco freyðivín frá Treviso héraði Norður Ítalíu.&nbsp;</p><p>&nbsp;</p>",fa1d60_bb903b1a7a614118b6ef7ebbe4f15174~mv2.png;fa1d60_6c8618e2fea84939aafa990fe07bc32d~mv2.png;fa1d60_e20f958546d34891a3e98dfe48a9b4a5~mv2.jpg;fa1d60_8aae01a961d143d4861edc4f3718acfd~mv2.png;81441e_4d05d7bfce2149a8bac182eeb8852552~mv2.jpg,Léttvínspakki frá Borgo Molínu;All collections;Borgo Molino;Procecco;Gjafapakkar;Borgo Molino Prosecco,,Gjafapakki,13899.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>09 MILLESIMATO BRUT VALDOBBIADENE D.O.C.G</p>

<p>ASOLO PROSECCO SUPERIORE D.O.C.G. EXTRA BRUT</p>

<p>CARTIZZE VALDOBBIADENE D.O.C.G. DRY</p>
",RECOMMENDED,"<p>Frábær gjöf fyrir öll tækifæri</p>
",HIGLIGHTS,"<p>www.lifsinsvatn.com/product-page/millesimato-brut-valdobbiadene-d-o-c-g</p>

<p>www.lifsinsvatn.com/product-page/asolo-prosecco-superiore-d-o-c-g-brut</p>

<p>www.lifsinsvatn.com/product-page/cartizze-valdobbiadene-d-o-c-g-dry</p>
",,,,,,,,,,,,,
product_9e5727a3-fb76-f2cc-a060-b499e983fd6a,Product,Rosépakkinn: 3 flöskur af eðal Prosecco Rosé,"<p>Pakkinn inniheldur þrjár Prosecco Rosé frá Borgo Molino í fallegum viðarkassa.&nbsp;</p><p>Prosecco D.O.C. Rosé Extra dry&nbsp;er framleitt eins og hefðbundið Prosecco úr Glera þrúgunni en útí það er bætt 15% Pinot Nero. Auk þess að gefa víninu hinn fallega bleika lit gefur Pinot þrúgan víninu skemmtilegan keim af dökkum berjum s.s. hindberjum og kirsuberjum.&nbsp;</p><p>Motivo Rosé er unnið úr sömu þrúgum og Prosecco D.O.C. Rosé, þ.e Glera og Pinot Nero en&nbsp;til viðbótar er bætt við um 10%&nbsp; af Raboso þrúgum. Raboso þrúgan er talin vera nefnd eftir orðinu Raboxo úr fornu tungumáli Venetó búa en orðið þýðir ""Reiður"" og er talið að þrúgan hafi hlotið þetta heiti vegna þess hver rammt það er á tungu í ungu víni. ""Reiði"" er samt ekki orðið sem kemur upp í hugann þegar þrúgunni er blandað í Motivo Rosé heldur þvert á móti gleði og hamingja því þrúgan gefur víninu skemmtilegt eftirbragð, smá sætu og aðeins meiri fyllingu.&nbsp; Þá er flaskan einstaklega falleg, nánast kolsvört með djúp-bleikum miða.&nbsp;&nbsp;</p><p>&nbsp;</p>",fa1d60_cde68c92f6574583ab960aad19e4be7a~mv2.png;fa1d60_e048074582664417acdc563a0114929f~mv2.png;fa1d60_e8d36466832a492693d0ab346d1d7cdd~mv2.jpg,Léttvínspakki frá Borgo Molínu;All collections;Borgo Molino;Procecco;Gjafapakkar;Borgo Molino Prosecco,,Gjafapakki,11799.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>MOTIVO ROSÉ EXTRA DRY - 2 stk</p>

<p>PROSECCO DOC ROSÉ EXTRA DRY - 1stk</p>
",RECOMMENDED,"<p>Frábær gjöf fyrir öll tækifæri</p>
",HIGLIGHTS,"<p>www.lifsinsvatn.com/product-page/prosecco-doc-rosé-extra-dry</p>

<p>www.lifsinsvatn.com/product-page/motivo-rosé-extra-dry</p>
",,,,,,,,,,,,,
product_5802ff8c-c140-841c-3767-a5fcdb65f3b2,Product,"Gæðapakkinn- Cru Serna 932, Cru Merum 922 og  09 Millesimato","<p>Þrjú af okkar bestu gæða vínum frá Borgo Molino í fallegum viðarkassa.&nbsp;</p><p>&nbsp;</p><p>Um er að ræða tvær rauðvín, Serna 932 og Merum 922 og eina freyðivín, 09 Millesimato Valdobbiadene D.O.C.G.&nbsp;</p><p>&nbsp;</p><p>Öll vínin hafa hlotið gull verðlaun í sínum flokki í hinni virtu alþjóðlegu vínkeppni Mundus Vini en til að fá þau verðlaun þurfa vínin að fá að minnsta kosti 90 stig. Vínin hafa auk þess hlotið fjöldan allan af alþjóðlegum verðlaunum og viðurkenningum.&nbsp;</p><p>&nbsp;</p><p>Viðskiptavinir okkar hafa frá upphafi rifist um hvort vínið&nbsp;sé betra, Serna 932 eða Merum 922. Bæði vínin eru að unnin úr Cabernet Sauvignon þrúgunni&nbsp;og Merlot þrúgunni&nbsp;en þessum þrúgum er gjarnan&nbsp;blandað saman þar sem þær vega hvor aðra upp á einstakan hátt. Í Serna er auk þess bætt við Refosco þrúgunni en áður en&nbsp;hluti þeirra eru sólþurrkuð í 2 mánuði. Hin sólþurrkaða Refosco þrúga veitir víninu&nbsp; sætan kirsuberjakeim í bakgrunni sem er einkennandi fyrir þetta vín. Bæði vínin eru svo geymd á frönskum eikartunnum í tvö ár.&nbsp;</p><p>09 Millesimato D.O.C.G sem kemur úr hlíðum Valdobbiadene bæjarins í Treviso sem er sennilega frægasti bærinn í Prosecco héraðinu. Vínið&nbsp;er svokallað árgangavín. Ef vínbóndinn hittir á einstaklega góða uppsprettu eitt árið þá eru bestu þrúgurnar teknar til hliðar og búið til vín sem er eingöngu úr þrúgum þess árs og því víni gefið nafnið Millesimato&nbsp;( komið af franska orðinu millésime sem þýðir ""ár""). Í þessu tilfelli var það árið 2019 sem gaf þessa góðu uppskeru og eru viðskiptavinir okkar flestir á því að þetta sé sennilega besta Proseccóið frá Borgo Molino hingað til.&nbsp;</p><p>&nbsp;</p>",fa1d60_f2ba39e59ac846d7b860a28f184649ce~mv2.png;fa1d60_af39775d963b432ca4c0bffd11de8862~mv2.png;fa1d60_dd67cc4b53ca4161adc24268a1073671~mv2.jpg;fa1d60_46761cb654cc496f9bf4bfc27b7399c5~mv2.png;81441e_4d05d7bfce2149a8bac182eeb8852552~mv2.jpg,Léttvínspakki frá Borgo Molínu;Borgo Molino Rauðvín;All collections;Borgo Molino;Gjafapakkar;Rauðvín,,Gjafapakki,15899.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>SERNA ROSSO I.G.T., MERUM ROSSO D.O.C. &amp;&nbsp;09 MILLESIMATO BRUT VALDOBBIADENE D.O.C.G</p>
",RECOMMENDED,"<p>Frábær gjöf fyrir öll tækifæri</p>
",HIGLIGHTS,"<p>www.lifsinsvatn.com/product-page/pinot-nero-i-g-t</p>

<p>www.lifsinsvatn.com/product-page/cabernet-sauvignon-d-o-c</p>

<p>www.lifsinsvatn.com/product-page/pinot-grigio-d-o-c-della-varezie</p>

<p>&nbsp;</p>
",,,,,,,,,,,,,
product_1e344c98-2c37-2410-5510-8be06ae1f26b,Product,Léttvínspakkinn: 2 x Rauðvín & 1 x Hvítvín,"<p>Gjafapakki með frábærum vínum frá Borgo Molino í fallegum viðarkassa.</p><p>&nbsp;</p><p>Þessi pakki inniheldur Pinot Nero, Pinot Grigio og Cabernet Sauvignon. Þessi vín hafa slegið í gegn hjá okkar viðskiptavinum. Eru öll frekar létt og auðveld vín sem henta við öll tækifæri.&nbsp;</p>",fa1d60_3f22ac911f9a45d28aff3e94851dd990~mv2.png;fa1d60_0ca2eb7390584d5d887f0311fb3ed940~mv2.png;fa1d60_fb0339739f654e7c99bbc28d8f15a07c~mv2.png;fa1d60_036e03bdf26e4786a87137beff693ef9~mv2.png,Léttvínspakki frá Borgo Molínu;Borgo Molino Rauðvín;All collections;Hvítvín;Borgo Molino;Gjafapakkar;Rauðvín,,Gjafapakki,11990.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>SCURI PINOT NERO, SCURI&nbsp;CABERNET SAUVIGNON &amp; CIARI&nbsp;PINO GRIGIO,</p>
",RECOMMENDED,"<p>Frábær gjöf fyrir öll tækifæri</p>
",HIGLIGHTS,"<p>www.lifsinsvatn.com/product-page/pinot-nero-i-g-t</p>

<p>www.lifsinsvatn.com/product-page/cabernet-sauvignon-d-o-c</p>

<p>www.lifsinsvatn.com/product-page/pinot-grigio-d-o-c-della-varezie</p>

<p>&nbsp;</p>
",,,,,,,,,,,,,
product_192cca9f-b5af-333f-a0da-d86d492ac2a5,Product,MILLESIMATO BRUT VALDOBBIADENE D.O.C.G JEROBOAM,"<p>3L flaska af 09 Millesimato freyðivíninu frá Borgo Molino. Þetta er frábært freyðivín, tilvalið fyrir áramótapartýið. Kemur í viðarkassa með handfangi.</p><p>&nbsp;</p><p>09 Millesimato DOCG er það freyðivín sem er almennt álitið besta freyðivínið af okkar viðskiptavinum hér á Íslandi. Þrúgurnar eru týndar í hlíðum Valdobbiadene sem er sennilega frægasti bærinn í Prosecco héraðinu. Vínið er þurrt og ferskt og einstaklega bragðgott. Millesimato er svokallað árgangavín sem þýðir að framleiðandinn hefur fundið árgang sem er einstakur og eru allar þrúgurnar í víninu af þeim árgangi, í þessu tilviki árið 2019.</p>",fa1d60_06e4b465f402466f806b579277b2ac3a~mv2.png,Léttvínspakki frá Borgo Molínu;All collections;Borgo Molino;Procecco;Gjafapakkar;Borgo Molino Prosecco,4,JEROBOAM,20900.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>DESCRIPTION: SELECTED GLERA GRAPES GROWN ON THE CRU HILLS OF VALDOBBIADENE, COMBINED WITH THE SLOW BUBBLE-FORMING PROCESS<br>
(“PRESA DI SPUMA”) CREATES A BRUT SPARKLING WINE WITH A BRILLIANT STRAW YELLOW COLOR WITH SOFT GREEN HEWS.<br>
FINE AND DELICATE FRUITY BOUQUET, REMINISCENT OF MEADOW FLOWERS AND A HINT OF APPLE AND PEAR.</p>
",RECOMMENDED,"<p>RECOMMENDED COMBINATION WITH FOOD: EXCELLENT AS AN APERITIF, IT IS A PERFECT PARTNER FOR FISH STARTERS AND LIGHT MEALS.</p>
",HIGHLIGHTS,"<p>PRODUCTION AREA: VALDOBBIADENE</p>

<p>GRAPE VARIETY: GLERA</p>

<p>SERVE AT: 6-8 °C.</p>

<p>ALC. 11,5% VOL</p>

<p>ML. 3000</p>
",,,,,,,,,,,,,
product_453f80f4-4738-d51e-a13b-c4b6123bb487,Product,Prufupakkinn kynningartilboð,"<p>VINUCI Prufupakkinn Samanstendur af 4 tegundum af áfengislausa léttvíninu frá VINUCI. Fruttato Sauvignon Blanc hvítvín , Deciso&nbsp;Riesling hvítvín, Floreale Sparkling Rose Freyðivín og Allegro Sparkling Riesling Freyðivín.Pantar allar fjórar flöskurnar en borgar fyrir þrjár. Bjóðum einnig uppá heimsendingu fyrir 1500kr auka</p>",fa1d60_48ea9d3c34c64a7385d7baeb0deb7ec1~mv2.jpg;fa1d60_8b07fe4a0dcf47068a6509fb038cb3de~mv2.png;fa1d60_3c60c15ad02a418ca0a29348a1ffbfb0~mv2.png;fa1d60_6e2e0c2547f842c9a6a373bd41ed0d12~mv2.png;fa1d60_6e9320073af64e3c9681f64a709223a5~mv2.png,VINUCI;Án Alcohol,,VINUCI  PRUFUPAKKINN,7960.0,,false,PERCENT,25.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_543f8552-0d76-3867-8322-d44e9efc07d2,Product,VALDOBBIADENE PROSECCO SUPERIORE D.O.C.G. BRUT,<p>&nbsp;</p>,fa1d60_2b5daab745c14117a73b13beb2825c95~mv2.png,Borgo Molino;All collections;Borgo Molino Prosecco;Procecco,,,3190.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p>DESCRIPTION:</p>

<p>&nbsp;BRUT SPARKLING WINE OBTAINED FROM EXCLUSIVE SELECTION OF THE BEST GLERA GRAPES PRODUCED ON THE VALDOBBIADENE HILLS. STRAW-YELLOW COLOR, FINE, PERSISTENT PERLAGE, FRUITY, FLOREAL AND ELEGANT TASTE, WITH A SAPID AND HARMONIC FINAL.</p>
",RECOMMENDED,"<p>RECOMMENDED COMBINATION WITH FOOD: WELL PAIRED WITH FISH DISHES, CRUSTACEANS, RISOTTI, WHITE MEATS. ALSO EXCELLENT AS APERITIF. EVEN OUTSIDE MEAL, HE REVEALS ALL OF HIS PRESTIGIOUS AND UNMISTAKABLE PERSONALITY.SERVE AT: 6-8 °C.&nbsp; &nbsp; &nbsp; &nbsp;ALC. 11,5% VOL ML. 750 COD. 14</p>
",HIGHLIGHTS,"<p>PRODUCTION AREA: VALDOBBIADENE</p>

<p>GRAPE VARIETY: GLERA</p>

<p>SERVE AT: 6-8 °C.</p>

<p>ALC. 11,5% VOL</p>

<p>ML. 750</p>

<p>SERVE AT: 6-8 °C.&nbsp; &nbsp; &nbsp; &nbsp;ALC. 11,5% VOL ML. 750 COD. 14</p>
",,,,,,,,,,,,,
